Unnamed: 0,lt,sts,obj,cnt,nms,razm,obn,okn,classification
457,329200062224004446,Подача заявок,Поставка медицинских изделий для НХО (Протез твердой мозговой оболочки биоматриксный),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","471 291,35 ₽",31.05.2024,31.05.2024,11.06.2024,Товар
458,329100015224000089,Подача заявок,Поставка лекарственных препаратов для лечения соматических заболеваний по 5 наименованиям,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЛГОГРАДСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА (СТАЦИОНАР) СПЕЦИАЛИЗИРОВАННОГО ТИПА С ИНТЕНСИВНЫМ НАБЛЮДЕНИЕМ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","84 904,00 ₽",31.05.2024,31.05.2024,11.06.2024,Товар
459,329200062224004445,Подача заявок,"Поставка изделий медицинского назначения (заплаты сердечно-сосудистые, животного происхождения)","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","609 712,00 ₽",31.05.2024,31.05.2024,11.06.2024,Товар
460,329200062224004444,Подача заявок,Выполнение работ по замене деревянных оконных блоков на ПВХ в МКОУ СОШ №2 г. Суровикино,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","661 295,33 ₽",31.05.2024,31.05.2024,11.06.2024,Работа
461,329200062224004442,Подача заявок,Поставка расходных материалов для КДЛ,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","216 250,00 ₽",31.05.2024,31.05.2024,11.06.2024,Товар
462,129300016724000109,Подача заявок,"Оказание услуг по предоставлению права проезда в автомобильном и наземном электрическом транспорте, на муниципальных маршрутах по регулируемым тарифам на территории городского округа – город Волжский Волгоградской  области, посредством использования билета длительного пользования",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА - ГОРОД ВОЛЖСКИЙ ВОЛГОГРАДСКОЙ ОБЛАСТИ,"162 000,00 ₽",31.05.2024,31.05.2024,07.06.2024,Услуга
463,329100018924000019,Подача заявок,Поставка стационарного арочного металлодетектора,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАЛАЧЕВСКИЙ ТЕХНИКУМ-ИНТЕРНАТ"" МИНИСТЕРСТВА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","95 063,33 ₽",31.05.2024,31.05.2024,07.06.2024,Товар
464,329100019324000064,Подача заявок,Поставка мотоблока с полно приводным адаптером,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 19 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","113 594,67 ₽",31.05.2024,31.05.2024,07.06.2024,Товар
465,329100002724000003,Подача заявок,Поставка горюче-смазочных материалов,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ БЮРО МЕДИКО-СОЦИАЛЬНОЙ ЭКСПЕРТИЗЫ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ"" МИНИСТЕРСТВА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ РОССИЙСКОЙ ФЕДЕРАЦИИ","500 000,00 ₽",31.05.2024,31.05.2024,10.06.2024,Товар
466,329100005924000173,Подача заявок,Оказание услуг по проведению профилактических дератизационных работ,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ ВОЛГО-ДОНСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""","89 600,00 ₽",31.05.2024,31.05.2024,10.06.2024,Работа
467,329200062224004251,Подача заявок,"Поставка медицинских изделий - урофлоуметр, многоразового использования, ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","734 840,00 ₽",28.05.2024,31.05.2024,06.06.2024,Товар
468,129300016724000108,Подача заявок,Поставка костюма изолирующего для аварийно-спасательной службы.,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА - ГОРОД ВОЛЖСКИЙ ВОЛГОГРАДСКОЙ ОБЛАСТИ,"130 000,00 ₽",31.05.2024,31.05.2024,10.06.2024,Товар
469,329200062224004441,Подача заявок,Поставка перчаток трикотажных,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","12 240,00 ₽",31.05.2024,31.05.2024,10.06.2024,Товар
470,329100022624000067,Подача заявок,Металлическая труба для проведения капитального ремонта инженерных средств охраны,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЛЕЧЕБНОЕ ИСПРАВИТЕЛЬНОЕ УЧРЕЖДЕНИЕ № 23 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","99 984,00 ₽",31.05.2024,31.05.2024,07.06.2024,Услуга
471,329100022624000068,Подача заявок,Блоки дверные и комплектующие к ним в рамках текущего ремонта для филиала базы Восход,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЛЕЧЕБНОЕ ИСПРАВИТЕЛЬНОЕ УЧРЕЖДЕНИЕ № 23 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","291 301,53 ₽",31.05.2024,31.05.2024,07.06.2024,Услуга
472,329100022624000069,Подача заявок,Блоки оконные и комплектующие к ним в рамках текущего ремонта для филиала оздоровительной базы Восход,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЛЕЧЕБНОЕ ИСПРАВИТЕЛЬНОЕ УЧРЕЖДЕНИЕ № 23 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ""","292 703,60 ₽",31.05.2024,31.05.2024,07.06.2024,Услуга
473,329600002924000008,Подача заявок,поставка бензина и дизельного топлива,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО""","741 150,00 ₽",31.05.2024,31.05.2024,10.06.2024,Товар
474,129300014224000005,Подача заявок,Навесное оборудование для спецтехники,АДМИНИСТРАЦИЯ ЕЛАНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ЕЛАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ,"276 666,67 ₽",31.05.2024,31.05.2024,11.06.2024,Услуга
475,129300014224000004,Подача заявок,Навесное оборудование для спецтехники,АДМИНИСТРАЦИЯ ЕЛАНСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ЕЛАНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ,"396 333,33 ₽",31.05.2024,31.05.2024,11.06.2024,Услуга
476,329300060324000009,Подача заявок,"Устройство дорожек из тротуарной плитки ""Брусчатка"" из материала подрядчика на территории МКОУ ""Гмелинская СШ им. В.П. Агаркова"", расположенной по адресу Волгоградская область, Старополтавский район, с. Гмелинка, ул. Новостройка, д. 35.",ОТДЕЛ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ СТАРОПОЛТАВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,"896 000,00 ₽",30.05.2024,30.05.2024,07.06.2024,Услуга
477,329200062224004440,Подача заявок,"Поставка лекарственных препаратов для медицинского применения, входящих в XII группу","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","70 376,00 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
478,329100005924000172,Подача заявок,Оказание услуг по текущему ремонту и техническому обслуживанию автотранспорта ФБУ «Администрация «Волго-Дон»,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ ВОЛГО-ДОНСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""","2 000 000,00 ₽",30.05.2024,30.05.2024,07.06.2024,Услуга
479,329200062224004439,Подача заявок,Поставка держателей пробирок для забора крови,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","6 450,00 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
480,329200062224004320,Подача заявок,Поставка материалов для металлического забора и навеса,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","209 611,62 ₽",29.05.2024,30.05.2024,07.06.2024,Товар
481,329200062224004438,Подача заявок,Ремонт асфальтобетонного покрытия автомобильной дороги по ул.Мира (в границах пер.Парижский - ул.Народная) городского округа город Михайловка Волгоградской области,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","25 052 472,00 ₽",30.05.2024,30.05.2024,10.06.2024,Услуга
482,129300051724000010,Подача заявок,Кадастровые работы по межеванию земельных участков,АДМИНИСТРАЦИЯ КОТЕЛЬНИКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ,"152 666,67 ₽",30.05.2024,30.05.2024,07.06.2024,Работа
483,329200062224004437,Подача заявок,Поставка медицинских изделий (Термоматрац),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","226 813,33 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
484,329200062224004436,Подача заявок,Поставка мебели,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","29 220,00 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
485,329200062224004288,Подача заявок,Поставка изделий медицинского назначения (Электрод для ЭКГ),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","116 753,28 ₽",28.05.2024,30.05.2024,06.06.2024,Товар
486,329200062224004435,Подача заявок,Оказание образовательных услуг - повышение квалификации по программам дополнительного профессионального образования,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","554 396,73 ₽",30.05.2024,30.05.2024,10.06.2024,Услуга
487,329200062224004364,Подача заявок,Поставка лекарственного препарата для медицинского применения Вальпроевая кислота (С),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","434 498,85 ₽",29.05.2024,30.05.2024,07.06.2024,Товар
488,329200062224004434,Подача заявок,на поставку медицинского изделия (Эндоклиппер),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","68 400,00 ₽",30.05.2024,30.05.2024,11.06.2024,Услуга
489,329200062224004433,Подача заявок,Поставка офисной мебели,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","443 422,06 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
490,329200062224004432,Подача заявок,Поставка изделий медицинского назначения  (бумага для регистрации электрокардиограмм),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","278 296,00 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
491,329100024624000144,Подача заявок,Поставка хозяйственно-бытовых товаров (ведро с крышкой пластмассовое),"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РЕАБИЛИТАЦИИ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ВОЛГОГРАД""","49 404,00 ₽",30.05.2024,30.05.2024,07.06.2024,Товар
492,329200062224004431,Подача заявок,Поставка шин автомобильных для автомобиля ГАЗ 32213,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","69 699,96 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
493,129300014924000245,Подача заявок,"Поставка рулонных штор, в целях реализации мероприятия регионального проекта «Современная школа» и оснащения объекта «Общеобразовательная школа по ул. Шекснинской в Дзержинском районе Волгограда»",АДМИНИСТРАЦИЯ ВОЛГОГРАДА,"2 101 811,01 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
494,329200062224004430,Подача заявок,Оказание услуг по проведению периодического медицинского осмотра сотрудников,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","93 010,00 ₽",30.05.2024,30.05.2024,11.06.2024,Услуга
495,329200062224004429,Подача заявок,Поставка сантехнических материалов,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","99 126,80 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
496,329200062224004428,Подача заявок,Поставка расходных материалов для лаборатории,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","106 160,00 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
497,329200062224004427,Подача заявок,Поставка перфоратора,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","12 517,99 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
498,129300056524000001,Подача заявок,"Оказание услуг по проведению аудиторской проверки промежуточного бухгалтерского баланса и результатов инвентаризации имущества и обязательств муниципального унитарного предприятия Палласовского района ""Центральный городской рынок"" за период 2023 год и январь-февраль 2024 г",ОТДЕЛ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ ПАЛЛАСОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ВОЛГОГРАДСКОЙ ОБЛАСТИ,"96 666,67 ₽",30.05.2024,30.05.2024,24.06.2024,Услуга
499,329200062224004426,Подача заявок,Поставка расходных материалов для лаборатории,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","351 600,00 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
500,329200062224004425,Подача заявок,Поставка товаров для канцелярии,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","190 156,30 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
501,129300025724000007,Подача заявок,"Выполнение работ по вывозу наносного грунта с обочин автомобильных дорог
г. Суровикино Суровикинского муниципального района Волгоградской области",АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОДА СУРОВИКИНО,"439 947,52 ₽",30.05.2024,30.05.2024,07.06.2024,Работа
502,329200062224004424,Подача заявок,Поставка хозяйственного инвентаря,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","22 453,26 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
503,329200062224004423,Подача заявок,Поставка лекарственного препарата для медицинского применения Амоксициллин+Клавулановая кислота,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","4 562 518,08 ₽",30.05.2024,30.05.2024,07.06.2024,Товар
504,329200062224004422,Подача заявок,Поставка автомобильного топлива по топливным картам в III квартале 2024 года,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","4 841 623,61 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
505,129200005324001623,Подача заявок,Оказание услуг частной охраны (выставление поста охраны),КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"3 653 091,84 ₽",30.05.2024,30.05.2024,07.06.2024,Услуга
506,329200062224004421,Подача заявок,Поставка электротоваров,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","81 932,00 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
507,329200062224004420,Подача заявок,"Выполнение работ по текущему (экстренному) ремонту теплового узла ГУЗ «Поликлиника № 4» по адресу: Волгоградская область,  г. Волгоград, ул. Академическая, 14","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","286 099,62 ₽",30.05.2024,30.05.2024,11.06.2024,Работа
508,129200005324001622,Подача заявок,Поставка бортового камня и трубы цилиндрической раструбной безнапорной,КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 297 360,04 ₽",30.05.2024,30.05.2024,07.06.2024,Товар
509,129200005324001621,Подача заявок,"Поставка медицинского изделия - Система физиотерапевтическая для электростимуляции, с питанием от батареи, ввод в эксплуатацию медицинского изделия, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия",КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 317 500,00 ₽",30.05.2024,30.05.2024,07.06.2024,Товар
510,329200062224004419,Подача заявок,Поставка электротоваров,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","42 457,45 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
511,329200062224004418,Подача заявок,Выполнение работ по ремонту автомобильной дороги по ул. Садовая в р.п. Новониколаевский (участок от ул. Садовая д.28 до пересечения с ул. Привокзальная),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","3 501 194,45 ₽",30.05.2024,30.05.2024,10.06.2024,Работа
512,129200005324001620,Подача заявок,"Поставка  медицинских изделий (простыни,бахилы,нарукавники)",КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"1 345 410,50 ₽",30.05.2024,30.05.2024,07.06.2024,Товар
513,329200062224004416,Подача заявок,Поставка изделий медицинского назначения (Винт; Блокер; Стержень) (ЗК101/П/СМП/2024),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","216 666,48 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
514,329200062224004417,Подача заявок,Поставка лекарственного препарата для медицинского применения Железа [III] гидроксид полимальтозат,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","45 390,60 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
515,329100024624000136,Подача заявок,"Поставка продуктов питания (петрушка свежая, уроп свежий).","ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РЕАБИЛИТАЦИИ ФОНДА ПЕНСИОННОГО И СОЦИАЛЬНОГО СТРАХОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ВОЛГОГРАД""","91 334,00 ₽",29.05.2024,30.05.2024,06.06.2024,Товар
516,329200062224004415,Подача заявок,"Выполнение  работ по текущему ремонту кровли здания Голубинского Дома культуры, расположенного по адресу: пер Клубный  д.9, ст. Голубинская Калачевского района Волгоградской  области","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","1 377 300,00 ₽",30.05.2024,30.05.2024,10.06.2024,Работа
517,129200005324001618,Подача заявок,Поставка изделий медицинского назначения для перитонеального диализа (Дезинфекционный колпачок),КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"7 162 139,60 ₽",30.05.2024,30.05.2024,07.06.2024,Товар
518,329200062224004413,Подача заявок,Поставка изделий медицинского назначения (термоиндикаторы),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","197 596,78 ₽",30.05.2024,30.05.2024,10.06.2024,Товар
519,129200005324001617,Подача заявок,Поставка реагентов для гематологического анализатора ВС-5380,КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"2 096 344,00 ₽",30.05.2024,30.05.2024,07.06.2024,Товар
520,329200062224004412,Подача заявок,Поставка изделий  медицинского назначения  (Протез сосуда с протезом клапана сердца),"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","677 599,98 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
521,129200005324001615,Подача заявок,"Выполнение работ по содержанию искусственных сооружений на автомобильных дорогах общего пользования регионального или межмуниципального значения в Калачевском, Клетском, Котельниковском, Октябрьском, Светлоярском, Суровикинском, Чернышковском муниципальных районах Волгоградской области в 2024-2026 г.г.",КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"96 971 559,47 ₽",30.05.2024,30.05.2024,07.06.2024,Работа
522,129200005324001614,Подача заявок,"Поставка специализированных продуктов лечебного питания (С) для бесплатного обеспечения граждан, в том числе страдающих жизнеугрожающими и хроническими прогрессирующими редкими (орфанными) заболеваниями, имеющих право на получение государственной социальной помощи, в соответствии с Постановлением Администрации Волгоградской области от 17.06.2011 № 290-п ""Об утверждении Порядка бесплатного лекарственного обеспечения и лекарственного обеспечения с 50-процентной оплатой стоимости лекарственных препаратов при оказании медицинской помощи в амбулаторных условиях гражданам""",КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОЛГОГРАДСКОЙ ОБЛАСТИ,"9 481 539,72 ₽",30.05.2024,30.05.2024,07.06.2024,Товар
523,329200062224004411,Подача заявок,"Поставка халатов операционных, многоразового использования","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","491 500,00 ₽",30.05.2024,30.05.2024,11.06.2024,Товар
